15000 3000
192 91 45
277 212 0
5 72 135
63 90 45
246 80 45
198 194 135
295 273 90
122 143 0
196 117 135
11 121 45
228 90 135
157 70 90
7 114 0
54 141 90
207 257 45
66 51 45
96 248 45
168 141 90
52 208 135
130 277 90
113 100 45
215 298 0
242 225 0
131 225 0
292 274 45
123 42 0
167 101 90
193 197 90
136 200 0
50 113 0
35 62 135
85 20 135
229 62 90
174 227 135
279 195 45
93 1 90
91 244 45
231 167 135
242 142 45
204 50 45
38 56 135
241 66 45
284 176 90
68 217 135
7 69 90
25 48 90
251 64 0
201 261 45
22 55 45
237 71 45
62 214 90
104 5 45
234 159 45
145 55 90
181 15 90
165 185 90
138 259 135
252 126 45
158 211 45
271 65 45
253 12 45
30 290 135
236 231 45
275 127 135
3 261 135
242 87 135
60 48 135
46 229 90
254 162 135
267 123 135
1 74 45
193 119 135
194 286 135
134 163 135
123 21 135
186 162 45
290 269 135
13 188 135
45 235 0
291 248 90
210 231 0
188 233 135
104 280 0
66 280 135
260 186 135
223 73 45
126 62 45
176 209 90
43 44 45
100 263 90
26 150 135
298 184 135
62 271 45
273 246 135
101 122 45
72 196 135
64 250 0
285 262 45
240 145 90
139 294 0
206 118 0
286 65 90
3 193 0
65 59 45
224 202 135
256 93 90
168 127 0
158 245 90
247 53 135
77 109 90
72 109 90
21 187 90
145 296 45
112 171 0
294 185 90
210 273 45
67 23 0
58 64 90
131 10 45
183 136 45
234 100 135
184 157 90
208 6 45
95 296 90
240 276 45
294 220 135
52 269 0
113 65 90
296 155 45
25 168 90
206 265 0
34 112 90
216 280 135
165 95 0
16 283 90
18 137 90
70 67 135
205 296 0
69 250 45
288 282 90
217 13 0
205 203 90
300 203 135
191 223 135
114 258 135
226 244 90
87 220 90
165 123 0
270 218 135
114 228 135
241 227 135
172 136 135
264 277 0
299 40 45
175 158 90
287 1 0
91 63 0
31 200 135
54 162 0
6 102 0
21 162 45
196 239 90
224 198 45
172 225 135
119 204 135
248 228 0
49 174 45
150 90 45
231 230 0
297 191 45
213 80 45
19 212 45
49 85 135
15 207 90
272 63 45
295 70 45
91 214 135
85 293 0
226 121 0
158 241 45
273 215 0
194 221 90
242 265 90
133 89 90
33 276 0
41 75 90
244 97 135
280 257 0
175 187 0
58 33 90
16 160 45
159 231 90
212 34 90
26 56 90
69 40 45
118 156 135
114 217 90
285 253 90
62 37 0
71 195 90
132 213 90
235 107 135
190 142 45
90 192 45
62 256 135
91 144 0
9 83 90
8 142 0
167 33 0
22 216 90
294 233 135
46 25 135
3 78 0
7 286 45
229 236 45
214 197 45
17 268 0
8 292 135
19 39 135
230 215 0
142 81 0
33 244 135
152 136 45
96 170 0
3 291 45
90 221 0
91 71 45
194 181 90
219 206 135
31 150 135
151 130 45
300 265 45
232 25 45
137 130 0
218 222 0
193 253 45
65 31 90
87 106 90
17 7 135
232 271 0
11 104 135
48 226 0
178 263 135
12 75 135
140 243 135
267 97 135
174 206 135
107 6 0
254 153 45
227 114 45
88 33 90
263 125 135
211 182 135
298 101 135
214 119 0
14 232 135
283 145 0
60 160 90
134 300 45
161 173 0
232 20 90
234 110 135
123 118 90
4 230 45
238 297 45
70 175 45
196 257 135
159 290 135
93 29 135
20 169 90
46 180 135
108 262 135
225 105 45
105 265 90
104 49 0
73 27 90
7 73 45
141 65 90
67 176 45
249 156 45
82 189 45
153 191 0
192 95 90
119 236 90
57 269 135
292 171 90
231 149 135
60 240 135
27 61 0
106 154 135
170 127 45
20 193 90
68 240 0
164 183 135
186 213 135
66 121 0
166 89 135
157 130 45
29 87 45
69 54 45
196 248 135
75 131 45
234 9 90
221 12 90
277 202 0
284 62 45
54 20 90
55 262 90
262 40 135
158 105 135
62 290 90
51 208 45
248 116 135
279 152 135
199 206 135
195 189 135
207 84 45
108 4 0
270 197 90
156 25 0
131 198 90
47 186 45
138 119 45
185 246 0
147 216 135
283 114 45
15 102 90
131 250 0
141 96 45
215 226 90
95 195 90
4 191 90
280 12 45
128 76 90
201 100 135
48 47 45
296 126 45
5 237 0
193 289 135
80 41 0
62 29 0
226 33 0
95 23 0
296 119 45
198 275 0
249 275 0
257 92 135
202 283 135
52 125 0
161 213 0
14 72 0
298 8 45
175 197 135
193 38 0
157 29 45
265 105 0
178 129 45
95 147 135
46 72 45
138 155 135
201 298 135
280 276 135
291 150 0
103 148 135
197 119 0
56 211 0
240 166 45
26 141 0
128 143 0
87 279 135
66 238 90
47 27 45
61 259 135
289 33 135
130 235 90
75 127 135
61 285 135
93 219 90
2 169 90
83 15 0
99 143 135
225 87 45
226 66 90
225 51 90
9 13 45
100 148 90
260 150 0
269 269 90
58 168 45
127 80 0
199 110 45
164 124 45
40 246 135
129 39 45
148 76 45
273 96 45
110 229 90
151 151 90
165 249 0
38 135 135
84 202 45
144 263 135
169 64 135
189 69 0
237 4 135
274 196 45
73 114 45
147 17 135
272 12 45
169 96 90
204 145 90
292 97 135
214 236 135
114 118 90
54 110 0
154 270 135
242 69 135
88 119 135
286 2 0
30 164 0
72 259 90
173 273 135
280 194 0
221 199 45
294 115 0
78 282 0
56 207 45
128 187 45
44 10 135
124 239 90
280 87 0
166 268 45
260 257 135
228 254 90
132 297 0
28 156 45
142 209 0
152 242 135
244 170 135
118 26 45
190 117 90
74 217 90
111 119 90
275 140 135
125 82 90
46 37 90
54 289 135
142 112 45
50 197 45
182 22 90
284 250 90
17 123 0
6 97 90
191 12 0
262 183 90
165 234 0
123 299 90
245 83 135
195 69 135
239 109 45
285 32 45
192 206 90
242 78 135
181 51 90
209 56 135
214 233 90
161 51 90
23 207 45
294 259 135
144 13 0
240 226 0
151 96 45
12 135 90
71 261 135
89 102 135
237 128 135
290 270 0
3 45 0
75 275 90
237 190 135
113 10 45
279 170 45
298 29 135
157 133 0
59 293 90
232 156 135
277 282 45
195 243 135
57 66 90
115 40 90
241 270 90
279 279 135
295 87 135
13 49 45
274 34 45
53 16 90
77 75 90
40 262 90
64 73 135
86 28 0
114 207 135
202 159 0
24 218 45
249 100 0
164 116 135
128 43 90
136 108 0
42 286 90
99 34 135
75 228 0
141 73 90
180 262 135
119 47 90
80 36 135
158 282 90
283 18 90
156 73 45
216 48 45
280 16 45
72 14 0
35 197 135
244 69 0
57 78 45
97 54 90
154 200 135
177 37 90
299 109 0
117 70 135
232 81 45
270 91 0
184 40 0
286 206 0
23 60 135
80 118 0
263 197 135
109 211 45
55 202 45
245 282 90
195 247 0
139 245 45
65 295 135
284 42 0
86 61 0
218 297 90
69 225 45
242 7 135
250 213 135
287 77 0
42 276 45
166 101 0
110 282 0
6 101 90
80 201 45
279 168 90
84 101 135
168 111 135
277 219 135
40 260 0
290 243 0
300 273 90
86 183 135
240 28 45
206 141 45
203 113 45
262 128 90
261 35 135
195 27 45
24 75 0
138 25 0
172 292 45
273 97 135
72 198 135
54 127 45
116 212 0
14 161 45
295 230 0
298 120 0
73 240 0
124 101 135
232 245 0
296 156 90
199 218 45
94 73 90
4 278 0
57 288 45
296 167 135
141 47 90
239 187 90
125 154 45
121 93 90
217 71 90
249 58 0
154 3 90
79 29 90
229 25 0
227 23 90
89 193 90
11 245 90
289 199 45
247 80 90
153 156 90
148 133 45
150 167 135
246 249 90
78 75 0
158 107 45
69 76 0
165 290 135
104 28 0
37 163 45
39 267 45
293 184 45
53 173 0
100 247 0
276 126 90
57 39 0
57 54 0
218 286 90
252 181 90
182 173 45
61 95 45
231 267 135
2 48 135
94 83 0
20 288 45
184 211 0
107 9 45
207 158 45
106 196 90
52 96 90
139 19 45
233 31 0
243 100 45
126 268 0
141 282 0
155 50 45
6 30 90
100 154 135
187 107 0
18 103 45
36 153 0
293 236 45
65 187 135
139 251 135
220 222 90
128 226 0
10 271 45
277 55 90
6 170 90
294 91 90
259 86 135
173 132 90
124 273 135
97 258 45
63 162 90
129 274 90
84 191 90
252 27 135
150 180 0
8 244 135
218 298 90
299 152 135
187 1 45
93 200 45
257 178 135
241 167 0
254 170 0
239 98 90
102 136 45
142 103 0
188 90 0
82 85 90
66 193 45
31 61 0
28 214 90
296 107 135
176 210 45
207 32 0
176 10 90
156 111 135
143 142 45
300 1 45
182 59 90
25 124 0
179 89 45
116 241 90
215 246 0
87 1 90
299 105 135
12 228 90
251 161 0
44 158 135
195 22 135
69 83 90
81 3 45
132 82 90
257 193 90
161 16 45
161 139 45
65 166 135
278 146 0
174 191 135
223 255 90
27 266 0
64 158 45
114 274 135
8 280 135
181 184 90
109 199 135
79 284 0
226 211 45
245 184 135
198 58 135
8 148 90
73 203 0
216 216 45
238 295 135
288 228 90
226 179 135
169 26 0
108 32 90
35 112 135
154 101 90
60 49 0
172 187 90
175 253 90
244 30 0
87 59 135
75 54 0
102 210 135
297 30 135
135 258 90
80 199 90
4 2 135
299 33 90
167 44 0
300 129 0
125 86 0
170 47 135
113 47 45
267 71 90
269 167 45
173 133 45
108 295 90
298 270 90
222 182 90
249 154 135
103 61 135
98 48 135
57 3 0
265 128 135
139 269 45
60 60 45
128 100 45
166 296 0
31 125 90
146 52 135
58 215 45
220 298 0
80 262 90
177 47 45
176 63 45
267 10 0
135 46 0
203 270 0
271 291 45
253 142 135
27 235 45
274 224 45
122 31 45
268 94 45
38 258 135
28 187 135
103 213 0
106 31 135
187 223 90
205 71 135
205 28 0
189 147 90
41 193 45
55 112 0
121 49 90
290 96 45
195 182 45
170 126 0
294 256 135
248 84 0
133 160 45
103 95 135
55 140 90
295 218 0
100 173 90
155 48 135
37 105 45
16 281 45
282 280 135
275 23 0
165 217 45
222 84 135
168 228 45
73 107 135
177 298 45
14 273 135
280 246 45
222 294 90
215 225 135
197 255 135
13 9 45
165 269 0
202 66 135
55 291 0
60 6 0
101 150 135
143 32 45
92 162 0
21 259 90
215 138 0
157 266 45
299 124 90
165 34 90
32 104 90
284 99 135
111 218 90
233 42 90
53 133 0
191 98 0
124 1 45
210 40 0
174 289 45
130 115 45
54 198 135
202 173 135
65 87 135
197 127 45
167 124 135
208 130 90
196 145 135
272 108 0
22 22 45
207 35 135
251 177 90
293 264 0
121 9 135
17 286 90
234 219 135
105 56 45
198 111 90
293 13 0
102 245 135
153 181 0
119 293 135
204 246 135
200 249 45
143 221 135
17 70 90
222 137 90
259 291 135
67 297 0
213 20 135
177 83 0
153 229 0
151 65 135
140 62 90
202 209 45
99 174 45
151 162 0
175 123 0
82 100 135
133 250 135
20 247 45
151 173 45
62 118 90
287 288 90
283 297 90
293 151 90
273 85 90
8 10 135
7 152 45
110 241 0
163 207 0
171 222 45
49 157 135
55 268 90
289 231 0
75 270 135
86 18 90
21 53 90
83 210 135
245 277 45
143 77 135
191 297 135
144 230 45
45 289 45
1 108 135
121 147 0
8 200 135
179 101 90
75 79 135
71 91 0
91 26 135
10 28 45
170 46 135
196 157 0
4 7 135
126 103 135
146 191 45
165 235 45
288 250 90
148 207 0
143 242 0
154 243 90
109 223 45
205 233 0
131 226 45
97 92 0
286 282 45
250 69 90
59 159 135
257 188 90
15 225 135
4 55 135
218 108 45
279 214 0
4 152 0
263 291 90
28 6 90
115 19 135
298 178 135
70 53 0
245 65 90
258 53 135
89 139 135
180 195 90
177 3 45
47 191 0
232 132 0
182 119 0
263 27 90
161 64 135
2 115 90
237 258 135
101 130 90
116 128 0
159 6 45
289 77 0
235 128 135
99 257 45
98 16 90
269 282 135
51 172 45
84 141 45
207 155 135
216 121 0
264 207 135
217 209 45
75 150 45
173 32 45
173 20 90
36 258 0
243 15 90
159 83 45
75 8 90
74 125 90
48 159 90
194 131 90
48 117 90
278 70 90
77 19 0
262 136 45
115 126 45
182 283 45
242 107 45
173 79 135
101 140 135
103 244 45
280 155 90
128 204 0
47 123 0
259 178 45
207 243 90
288 155 90
179 66 0
244 185 0
257 143 45
295 104 135
201 35 0
102 17 0
16 136 45
32 119 135
60 41 90
258 192 135
103 288 135
300 252 135
48 244 45
227 194 90
224 85 90
69 9 135
262 129 90
205 154 90
290 289 135
265 118 45
264 72 90
21 58 0
63 272 135
121 50 135
258 111 135
200 255 45
211 218 135
6 155 0
77 124 0
278 260 135
232 293 90
59 5 90
230 281 45
110 96 90
138 193 90
245 223 135
120 188 45
190 215 135
42 34 135
234 13 135
226 297 45
248 221 90
212 216 0
289 122 45
210 22 90
231 270 0
16 2 0
28 179 0
152 152 90
226 217 135
60 168 0
289 170 45
30 1 45
68 82 135
195 155 90
50 265 45
54 197 45
268 253 45
256 207 135
159 161 90
134 3 90
253 227 135
277 146 90
209 126 135
170 213 0
172 19 45
125 222 0
258 234 90
68 284 0
36 50 45
22 11 45
264 298 90
290 296 90
121 260 135
230 172 135
286 167 135
204 213 90
135 145 45
190 101 0
229 175 45
186 92 90
166 213 90
298 243 0
157 171 135
153 13 45
188 208 90
214 53 135
258 232 0
76 163 45
193 180 135
56 280 90
3 88 0
245 24 135
239 300 90
191 154 135
296 145 0
195 70 0
251 126 135
177 283 45
300 23 90
155 89 45
10 24 45
210 66 0
43 299 0
72 273 0
21 76 0
61 11 135
196 16 0
119 185 90
174 130 90
103 83 45
15 26 45
259 102 90
3 266 135
164 70 0
63 234 90
92 5 90
143 161 90
183 185 135
250 158 90
14 19 45
125 253 0
160 51 45
283 197 135
84 6 45
95 173 90
283 270 90
142 134 45
262 200 0
127 110 135
184 25 135
216 171 135
276 250 135
41 35 45
8 293 90
177 152 45
254 31 0
268 115 0
271 248 0
141 294 0
6 235 45
266 153 90
95 80 45
164 170 135
63 279 0
44 149 45
31 26 90
136 174 135
212 99 45
1 36 135
5 216 135
155 266 0
263 285 45
159 130 45
106 263 45
265 232 135
87 205 90
118 260 90
258 164 45
253 198 0
239 31 90
159 189 0
81 225 0
260 253 135
40 26 45
85 53 135
298 78 45
178 169 0
29 155 90
104 162 45
287 70 90
286 181 90
15 37 45
193 52 0
31 242 45
245 85 90
25 20 45
36 287 90
171 197 90
116 287 45
252 291 0
130 211 45
261 88 45
33 291 0
260 9 45
143 167 45
57 102 90
275 57 45
35 160 135
19 277 135
44 176 0
243 184 0
48 86 0
296 122 135
296 164 135
52 94 45
230 97 0
172 147 45
156 46 0
95 143 0
123 93 135
81 22 90
282 105 135
235 58 90
263 177 90
9 220 45
17 169 45
239 20 135
20 89 0
149 245 135
273 120 90
123 298 90
11 271 45
135 95 90
216 257 0
182 16 135
166 170 0
105 214 90
187 241 0
287 73 0
51 292 45
183 87 0
187 63 135
92 237 45
100 246 0
39 200 0
168 18 135
139 56 0
26 12 90
120 130 135
121 17 0
260 212 45
167 8 0
97 253 90
42 233 45
222 212 90
91 184 0
254 71 135
254 53 45
51 8 0
60 196 0
111 129 135
176 188 135
204 231 135
139 185 135
231 22 0
43 107 45
67 93 0
276 251 90
283 212 135
212 290 0
21 96 0
299 68 45
49 278 135
280 195 90
53 63 45
108 65 90
32 201 45
207 75 45
116 15 135
250 30 135
173 185 90
69 35 0
81 18 90
91 136 45
134 133 90
44 217 0
63 256 135
249 96 0
108 50 0
67 91 45
283 37 45
240 232 90
70 295 45
147 30 45
101 141 135
52 188 0
46 148 45
11 148 0
203 300 90
154 1 135
159 176 90
94 119 45
67 296 0
47 73 45
73 4 45
291 79 90
279 161 90
115 76 45
104 253 90
6 261 45
90 98 90
166 234 0
79 134 90
283 12 45
288 238 135
61 18 135
107 120 45
273 175 135
145 49 45
174 225 90
263 79 90
257 42 0
126 291 0
26 142 45
41 1 0
171 212 45
147 272 135
43 297 135
290 281 135
276 114 90
259 231 0
183 23 45
294 255 45
153 225 135
229 146 45
142 155 90
211 71 45
138 163 45
10 103 135
84 297 90
291 230 135
207 23 0
227 239 45
118 207 90
128 280 135
220 125 90
142 247 0
42 71 45
227 4 135
54 194 135
282 246 90
48 271 90
20 135 45
16 235 45
92 9 135
174 19 135
15 146 90
125 34 0
160 67 135
101 198 135
182 21 90
278 229 0
160 78 135
90 203 0
220 189 0
151 167 135
138 173 45
250 178 90
127 182 0
139 197 0
145 46 0
286 276 0
207 72 0
62 11 135
234 154 90
265 100 135
8 165 90
80 75 90
92 219 90
25 300 45
151 136 45
184 54 90
296 170 0
18 241 0
166 184 45
234 145 135
253 91 0
253 168 0
79 56 45
137 57 0
84 123 45
229 147 0
109 67 90
1 218 0
138 171 135
267 34 45
182 110 0
61 85 135
141 1 135
51 34 45
67 170 0
218 175 0
269 185 135
285 129 135
54 176 135
267 141 135
170 297 0
216 228 0
97 181 135
81 178 45
140 167 0
99 199 45
23 254 90
124 100 45
52 256 0
290 89 0
298 213 0
222 61 135
138 52 90
40 101 135
293 90 90
62 238 135
43 60 0
149 235 135
259 277 45
86 297 45
211 267 135
118 216 45
26 264 0
220 120 90
288 175 0
20 246 0
25 33 135
231 246 90
273 128 135
88 51 135
26 297 90
31 63 135
203 80 45
268 186 135
178 27 45
52 149 0
76 152 0
254 238 135
275 265 0
206 32 45
297 195 45
126 297 45
264 157 135
230 295 90
116 203 135
207 213 90
151 22 135
198 24 90
166 136 0
116 33 0
170 79 45
123 206 90
199 67 0
270 156 0
220 84 45
250 125 45
8 75 45
33 67 135
103 259 0
257 26 45
260 4 90
211 152 135
56 134 0
194 188 135
35 294 45
161 19 135
289 223 45
88 162 90
195 57 90
236 1 0
132 71 135
59 217 45
20 220 45
211 50 0
61 172 45
239 254 45
58 278 45
227 177 90
145 162 45
257 250 90
297 184 45
66 59 0
130 225 90
12 12 45
64 111 135
13 264 0
118 5 135
53 257 90
102 258 0
107 279 90
270 11 90
166 126 90
200 212 90
136 152 0
259 184 45
34 183 45
141 64 45
244 270 90
125 293 90
96 202 0
87 149 0
85 222 0
228 62 90
6 176 135
267 167 135
272 143 135
26 296 135
268 5 135
129 60 135
35 59 0
220 91 90
263 72 0
210 14 45
128 107 0
62 109 90
195 98 90
182 204 90
134 167 90
184 213 90
14 2 90
22 137 45
287 213 135
61 171 45
64 27 45
177 52 0
74 231 135
202 38 90
103 97 0
86 180 135
179 274 45
12 142 45
60 82 135
187 64 45
181 289 90
67 285 135
117 71 45
9 141 0
216 239 135
83 207 0
164 235 0
216 122 90
78 64 90
141 151 45
1 297 135
111 207 0
76 25 45
205 181 90
70 222 45
40 126 135
63 295 90
217 21 135
13 48 90
8 154 90
248 252 45
227 135 0
20 13 135
218 177 0
196 255 135
79 151 45
145 157 0
294 200 0
218 37 135
59 280 90
207 55 90
2 44 45
103 46 45
44 92 0
235 182 0
34 15 90
206 99 90
196 138 135
81 51 135
243 147 45
224 266 90
74 170 90
210 30 45
95 282 90
121 78 135
242 27 135
170 177 45
203 225 135
124 15 90
53 174 0
124 26 0
49 93 45
87 215 45
35 137 90
67 9 90
230 4 135
164 67 135
91 83 135
193 238 45
117 7 0
11 263 0
52 225 0
300 6 45
246 88 0
31 208 90
71 121 45
174 297 0
37 25 45
22 158 90
182 219 0
14 298 0
111 270 135
89 77 45
199 30 0
75 239 0
71 246 0
46 222 135
124 131 45
4 72 45
221 210 135
74 6 0
115 83 0
195 48 0
74 84 0
78 227 135
208 93 90
279 26 45
150 114 45
126 141 0
166 11 0
191 53 0
127 40 90
280 296 0
11 58 0
281 57 45
223 108 90
96 237 0
43 67 135
114 11 45
147 23 0
272 169 45
3 221 0
25 278 135
53 60 90
184 115 135
277 27 135
255 113 45
167 97 90
176 247 135
47 263 135
209 215 45
263 179 45
183 97 0
147 88 90
69 71 45
220 268 90
199 226 45
165 294 0
255 172 0
280 62 135
161 223 90
236 45 45
148 46 90
70 57 90
94 20 135
22 28 0
181 87 135
131 197 45
34 287 45
291 143 90
295 194 45
204 129 0
155 137 45
89 40 135
68 289 0
85 276 0
42 263 90
5 140 0
296 221 135
68 299 135
15 266 0
164 229 45
264 246 0
260 169 45
253 261 135
214 175 90
59 220 0
286 178 0
60 264 90
158 255 0
189 27 135
300 45 90
20 108 45
288 143 90
96 288 90
250 9 0
243 8 45
20 132 0
228 92 90
90 244 0
26 242 45
102 248 135
200 76 0
194 31 45
158 131 0
294 85 135
127 6 135
100 93 90
243 35 45
252 252 45
62 154 0
185 77 90
277 141 135
103 77 135
47 87 0
64 92 45
60 200 0
43 56 0
209 154 45
97 208 90
244 162 0
216 172 135
117 93 0
164 290 90
219 237 90
182 213 90
145 160 45
160 150 45
166 23 135
101 176 135
118 147 90
151 201 135
170 27 135
167 268 45
131 49 45
162 46 0
250 242 90
50 259 90
127 85 90
2 238 0
130 80 0
39 56 45
258 21 90
44 99 0
289 161 45
281 257 135
91 293 135
187 175 135
229 225 135
203 26 135
139 15 45
40 13 135
168 174 90
148 217 45
143 259 0
190 120 45
155 276 90
140 65 45
172 253 45
75 205 45
276 71 45
45 211 45
77 280 0
209 5 0
77 185 90
132 162 45
150 159 135
154 210 90
243 138 0
83 81 90
287 92 90
288 15 45
173 34 135
163 117 135
294 79 45
38 121 0
81 242 90
224 135 45
46 7 0
94 287 135
206 5 135
275 22 135
201 26 0
214 149 0
60 115 135
6 199 45
119 50 45
140 257 90
116 294 0
145 13 0
239 184 135
222 261 135
170 209 135
255 78 45
189 294 0
153 211 90
112 228 90
269 273 0
82 246 135
219 109 90
142 137 135
157 205 45
17 128 45
268 203 90
79 159 45
14 263 0
99 198 45
218 250 0
291 162 135
99 234 0
117 148 0
249 284 135
214 121 45
296 188 135
81 188 0
41 33 135
19 237 0
235 161 0
15 193 45
191 133 90
92 196 135
155 255 0
204 283 90
41 232 135
272 190 0
224 293 45
39 36 45
79 156 45
141 24 135
178 256 90
238 125 90
46 233 135
11 75 45
219 270 0
242 151 45
245 299 90
248 157 135
219 14 45
158 50 90
125 88 135
139 9 90
216 103 135
259 230 0
300 18 45
174 165 45
43 57 0
7 300 0
193 226 0
245 31 45
265 202 45
92 269 135
110 87 45
182 15 135
77 188 90
122 15 0
179 249 0
287 83 90
117 162 90
297 245 90
13 92 45
106 83 135
131 199 45
8 209 90
257 151 90
228 250 45
148 145 0
256 119 0
63 153 0
271 84 135
166 119 45
147 50 45
176 244 135
45 261 45
21 235 135
292 170 0
193 164 0
93 88 90
238 291 45
152 208 0
127 271 45
7 248 90
267 117 45
36 57 45
79 24 45
33 178 45
260 104 0
299 31 135
122 246 0
139 90 90
172 156 0
166 22 90
57 244 90
294 155 45
67 121 135
191 67 90
60 216 0
8 277 45
126 36 0
73 194 0
111 63 135
141 240 0
253 62 90
192 167 0
32 251 0
61 164 135
193 224 45
61 231 45
55 174 135
69 134 90
60 221 90
5 203 45
21 87 45
180 18 0
181 13 0
46 4 45
141 78 135
247 253 90
107 276 135
76 157 135
4 132 45
208 287 90
33 272 45
183 43 45
77 209 135
100 122 0
10 278 45
205 68 45
112 247 90
20 275 90
228 79 0
234 17 135
72 202 0
152 6 135
90 36 135
62 67 0
89 170 90
109 276 90
258 81 45
188 203 135
293 23 45
47 297 90
83 69 90
155 154 90
55 232 90
60 63 135
282 13 0
51 38 135
180 79 135
157 269 135
237 158 90
192 188 135
145 181 90
95 171 135
31 294 45
28 260 135
126 70 45
129 53 90
69 148 45
122 93 90
39 113 45
161 21 45
75 59 90
115 87 135
285 210 0
56 50 45
49 131 90
163 1 90
166 231 45
4 48 90
117 128 135
284 237 90
129 88 45
158 90 90
110 159 135
240 37 90
104 4 90
2 17 0
274 29 135
185 32 0
9 159 90
194 151 0
115 173 135
210 272 45
48 88 45
43 222 90
105 30 45
176 239 0
85 205 45
86 93 0
228 174 45
234 179 0
185 233 90
269 71 135
38 187 135
192 17 45
187 256 0
190 64 135
50 173 0
6 121 90
25 98 135
169 82 0
210 175 0
77 194 0
135 286 0
186 219 90
143 160 90
226 294 0
128 144 135
170 50 45
218 197 135
114 205 90
205 258 90
54 139 135
51 55 135
155 177 135
106 248 0
297 45 90
294 267 135
164 146 0
65 290 45
58 133 0
45 17 45
228 279 45
256 45 90
60 281 135
143 118 45
1 211 135
4 282 45
270 147 135
286 40 0
14 154 90
113 120 45
140 254 45
247 218 135
161 197 135
49 270 45
175 10 45
245 222 135
20 154 45
107 51 135
89 19 45
245 135 45
193 84 0
95 230 90
233 62 90
265 286 90
48 249 90
94 106 45
109 271 90
227 47 90
147 38 90
202 294 45
48 254 90
41 103 135
65 190 45
39 25 45
188 199 45
297 255 0
277 287 0
247 278 45
175 298 45
7 266 0
147 177 90
57 43 90
101 147 0
124 291 0
223 238 0
280 13 45
90 53 90
174 197 0
164 286 135
271 179 0
119 194 0
202 181 135
80 45 45
149 216 45
21 128 135
179 37 45
233 282 0
260 32 45
92 222 45
267 142 0
192 219 135
168 198 0
287 269 45
50 248 0
147 170 45
295 142 0
103 239 45
291 186 0
47 15 45
286 135 90
7 113 135
202 214 135
192 270 135
65 5 135
200 9 0
128 19 45
43 287 90
38 197 45
239 111 90
80 38 45
208 272 45
49 35 135
63 273 135
247 166 135
125 179 45
189 108 45
248 141 45
255 22 45
17 26 135
7 44 135
166 71 0
32 105 90
263 136 0
160 105 45
76 62 0
191 121 90
207 241 135
230 177 0
281 76 90
189 66 0
281 229 45
50 293 0
153 214 45
136 33 135
215 86 90
272 207 90
94 25 0
139 18 45
237 213 135
141 159 90
81 56 45
47 36 90
182 187 135
42 214 45
74 80 135
139 70 0
48 294 90
162 69 0
108 21 90
18 125 135
85 51 45
71 3 135
220 281 135
17 140 135
39 170 0
94 113 0
137 73 135
23 227 45
256 291 45
46 163 0
147 233 0
134 175 90
118 233 90
47 176 135
37 34 45
223 22 45
220 42 135
24 275 90
104 232 0
204 175 135
214 277 0
85 95 90
243 277 135
233 284 0
292 79 0
25 92 135
22 162 0
201 75 0
99 33 0
18 279 45
89 7 90
252 187 135
96 279 90
263 259 0
97 232 45
234 263 45
259 286 45
120 121 0
228 125 0
35 193 0
205 62 45
139 149 90
1 266 0
127 278 90
127 203 90
143 158 135
279 61 135
147 218 135
278 241 0
289 272 0
176 203 90
132 7 0
69 275 90
69 37 45
43 149 135
247 36 90
82 262 90
54 17 90
24 156 90
7 162 135
210 48 0
47 78 0
101 37 90
138 203 0
22 108 45
144 255 135
81 14 135
222 150 90
90 210 90
3 194 0
195 117 0
8 93 45
195 139 90
186 203 90
39 152 90
115 227 90
71 77 45
37 41 135
270 96 0
207 27 0
196 146 45
84 264 45
247 299 90
129 234 90
210 157 0
46 156 0
76 252 45
65 251 90
149 31 135
288 225 0
101 61 135
82 221 45
112 219 45
123 236 0
289 128 90
124 192 90
71 126 45
97 164 0
171 22 135
291 87 0
153 55 135
40 113 135
19 2 45
149 214 135
99 110 135
57 205 0
31 25 0
114 108 45
4 219 90
222 80 135
64 26 0
41 213 45
7 122 45
165 281 45
252 135 0
112 38 90
221 278 90
176 34 45
88 207 45
56 139 135
59 158 135
203 10 90
125 233 135
51 217 135
236 37 90
89 285 45
21 52 90
9 183 0
81 21 90
119 116 90
80 218 135
228 80 45
286 255 0
47 42 135
64 22 90
173 166 0
43 8 90
169 293 135
116 175 0
262 206 90
99 269 90
251 212 90
159 125 0
180 162 0
45 277 45
201 264 0
259 243 135
182 203 45
244 183 90
79 81 90
296 287 0
126 100 0
103 167 45
146 276 135
212 273 135
41 220 135
151 229 45
37 292 45
261 120 90
256 295 45
297 235 135
175 35 0
65 43 135
18 28 45
197 227 45
164 27 90
25 56 45
137 184 90
296 45 0
124 195 90
19 89 135
68 261 90
111 160 135
70 142 0
240 256 135
240 265 90
165 262 90
300 183 135
290 26 45
214 151 135
244 184 45
182 157 0
136 56 45
227 120 0
89 23 45
266 77 0
150 16 135
13 82 90
182 113 90
252 179 135
45 300 45
79 244 135
36 107 135
283 100 0
118 129 0
256 86 45
118 71 135
205 271 0
143 152 90
103 19 90
67 88 0
74 295 0
260 225 45
19 141 135
49 166 135
71 139 45
233 188 0
41 271 135
137 7 90
61 138 0
46 14 90
109 241 135
27 288 90
97 25 45
204 165 45
89 93 0
282 153 90
125 57 0
73 3 90
271 222 0
284 46 135
250 23 135
54 44 90
154 83 135
261 11 135
273 170 0
152 185 45
176 154 45
294 103 0
