5 5000
135 63 45
1 105 135
115 279 90
288 197 0
239 124 135
146 155 45
294 125 90
77 9 0
197 223 90
276 51 0
26 125 0
59 30 135
46 212 45
251 261 90
106 175 45
18 210 135
22 122 0
254 12 0
227 29 0
296 108 45
4 54 45
78 267 45
39 96 90
282 286 90
66 195 135
41 186 0
2 196 135
240 296 0
101 130 135
155 43 0
246 17 90
161 76 45
236 201 0
234 126 90
284 113 90
258 61 0
238 209 135
241 117 135
154 180 45
199 190 45
192 245 45
206 130 45
68 211 45
104 57 0
198 186 90
187 15 0
101 37 45
195 241 45
211 228 135
160 265 90
176 70 45
73 233 135
157 9 0
278 185 135
131 32 90
44 264 45
29 284 0
75 233 0
298 205 135
24 140 0
68 38 45
247 42 0
166 153 45
54 190 90
261 266 135
154 31 90
109 184 90
40 81 0
268 248 135
287 48 90
196 213 90
2 175 135
133 82 90
152 228 90
47 39 90
209 176 45
26 227 135
28 4 45
272 184 90
292 106 0
181 281 135
187 179 45
188 253 90
229 33 135
142 225 45
250 115 135
211 3 90
167 73 135
83 182 135
199 121 90
227 140 0
128 133 0
253 93 135
169 291 135
52 299 0
250 162 0
283 33 135
175 93 45
28 233 45
233 76 135
100 154 0
253 282 90
49 186 0
175 215 0
154 163 135
229 24 0
82 201 90
155 131 45
213 233 90
18 212 90
104 122 45
139 59 135
188 78 0
136 120 45
206 209 0
127 107 90
20 39 90
261 196 0
100 200 45
20 298 135
80 259 45
166 175 45
119 5 0
227 296 0
46 94 135
135 197 135
261 39 45
175 171 0
89 118 45
80 194 0
139 256 45
52 294 90
101 276 45
101 299 45
199 201 0
155 140 90
299 170 0
185 133 45
245 52 90
37 208 135
208 36 90
194 77 90
246 270 0
65 125 45
268 258 90
165 190 45
165 14 135
197 279 135
165 49 45
48 281 45
31 56 135
110 191 135
87 34 90
15 221 45
8 6 45
85 1 0
109 296 45
243 296 90
295 180 45
137 166 135
24 131 135
259 155 0
251 185 135
6 253 90
229 88 135
245 159 0
233 91 0
266 37 0
32 88 135
6 271 45
262 105 90
163 126 0
73 265 0
280 100 0
259 92 0
251 250 135
215 119 135
190 35 45
274 96 90
74 282 0
279 181 45
68 140 45
239 49 135
152 100 45
154 214 45
47 162 0
181 157 45
10 298 135
249 237 135
87 105 90
217 109 90
252 105 135
83 174 0
123 71 0
282 161 45
87 160 135
258 2 45
55 6 90
62 75 0
86 73 90
99 202 0
290 278 135
76 163 0
238 140 45
191 184 0
175 212 135
184 294 0
256 283 0
37 173 135
268 162 45
211 103 135
28 208 45
205 236 135
252 30 90
258 49 135
32 236 135
264 36 0
161 126 0
30 86 0
255 102 90
111 93 135
122 78 90
20 177 45
107 267 90
144 220 45
142 101 90
66 199 135
297 287 0
208 272 135
174 199 0
47 207 135
169 264 90
215 193 90
15 296 45
188 26 90
74 232 45
54 194 45
94 283 0
74 94 0
74 183 90
33 21 0
104 131 45
77 8 90
99 156 45
157 64 135
258 198 0
272 108 90
2 137 135
295 294 90
74 197 90
289 1 135
57 296 135
82 45 0
135 19 135
25 43 45
223 126 90
91 81 45
32 3 90
279 91 90
269 201 45
143 85 90
158 34 45
43 60 0
275 172 90
120 135 90
115 174 0
14 225 135
86 197 45
92 190 135
41 60 0
201 137 0
88 99 45
38 167 0
231 177 45
270 8 135
181 245 45
221 297 90
204 1 90
280 175 135
107 84 135
35 132 45
214 165 0
109 291 135
113 21 135
227 81 90
191 101 90
191 143 45
181 23 135
274 99 135
269 2 45
75 75 135
94 48 45
160 11 45
189 270 0
128 91 0
168 212 90
115 95 90
230 157 0
5 189 135
229 93 0
197 175 90
112 82 135
89 217 90
57 86 135
294 61 90
294 173 90
273 85 45
259 200 135
144 138 0
192 254 135
13 46 90
259 179 90
220 265 45
136 126 135
173 135 0
289 185 45
17 16 45
104 275 135
133 39 135
227 283 90
104 81 45
258 18 90
236 174 0
29 53 90
229 155 135
151 117 0
246 32 135
13 130 0
299 118 135
115 118 0
6 74 45
123 11 45
239 2 90
245 11 90
183 7 135
235 96 90
154 221 90
64 134 0
206 8 90
83 254 90
53 135 135
76 145 0
90 68 45
131 197 45
289 40 135
218 156 90
83 30 0
221 212 135
49 26 45
7 93 90
155 254 90
285 250 45
19 135 45
233 94 135
191 109 135
13 127 90
205 227 45
182 118 90
13 31 135
296 185 90
42 185 90
179 164 90
217 107 90
111 226 135
134 243 90
290 48 0
223 70 135
248 159 0
249 247 90
109 92 90
185 263 0
180 174 0
152 79 0
119 225 135
243 248 45
68 148 0
142 266 90
150 57 45
282 16 0
226 176 90
159 264 45
256 122 0
43 107 0
109 109 90
116 266 135
39 126 90
41 224 0
123 22 0
201 31 0
151 92 135
190 12 0
73 130 90
179 210 90
237 275 90
272 5 135
23 112 0
174 107 45
81 57 45
161 269 90
230 98 90
20 6 135
100 27 90
19 117 45
145 297 45
115 265 45
133 203 90
84 132 45
87 133 90
90 194 45
40 104 0
10 250 0
281 265 135
33 263 0
107 100 135
114 165 135
171 90 90
51 56 90
58 85 45
274 4 135
157 11 135
11 215 90
192 119 0
263 236 0
109 25 0
139 57 0
33 103 0
62 289 90
128 253 45
129 119 135
18 214 0
229 129 135
68 87 45
31 233 45
85 241 0
99 69 45
264 241 0
197 168 45
211 30 45
140 147 0
152 67 45
229 246 135
300 238 0
148 281 135
205 164 135
235 288 45
100 107 90
43 180 90
208 234 0
71 274 45
187 203 90
285 220 45
167 49 135
187 155 0
42 164 0
132 278 135
52 290 0
197 120 90
177 201 0
70 48 45
94 249 0
290 58 90
169 29 45
126 52 90
21 89 90
179 189 90
123 255 135
72 242 45
173 78 45
183 128 45
66 285 135
22 72 0
65 249 135
187 201 135
55 57 90
59 32 135
185 219 90
123 91 45
91 130 45
71 128 0
186 48 0
206 67 0
182 222 135
256 270 0
24 209 45
8 196 135
217 106 90
132 27 0
172 191 90
191 250 90
99 206 0
166 3 0
300 186 45
138 199 45
97 262 135
136 2 135
37 291 45
70 54 0
75 88 90
262 151 90
105 129 0
222 162 90
198 119 0
64 241 45
119 288 0
129 184 0
235 183 135
101 142 0
20 69 45
193 109 0
276 117 135
67 218 135
2 82 0
49 101 90
269 92 135
228 144 135
97 218 135
5 155 135
10 67 90
184 286 0
292 154 90
205 238 135
14 282 0
92 72 45
108 284 0
232 212 0
226 195 135
72 97 90
243 130 45
197 214 45
24 264 135
115 254 45
256 5 0
288 23 90
207 137 90
15 207 45
208 146 45
210 152 45
234 292 45
72 149 45
111 22 0
127 94 90
28 231 45
27 163 0
79 218 0
92 122 45
296 53 90
178 190 135
127 179 45
237 222 90
174 11 45
176 96 0
247 253 90
103 76 90
157 226 90
58 97 90
20 88 90
15 59 90
136 61 90
35 287 135
55 115 90
103 65 45
211 13 45
7 82 135
259 29 0
22 124 0
141 105 45
107 298 45
214 17 45
277 23 135
126 76 90
275 266 135
12 174 90
43 147 90
161 56 45
73 56 0
299 49 0
107 277 45
227 36 45
218 258 0
229 111 135
101 256 0
132 126 45
50 225 45
146 284 45
83 275 45
132 16 90
289 135 0
227 19 135
39 152 45
198 255 90
249 28 90
62 64 90
276 62 0
95 147 45
73 185 90
245 123 45
134 244 45
38 80 90
163 196 0
38 28 90
9 99 135
209 227 90
36 104 45
210 72 90
277 286 0
10 176 0
112 94 0
200 177 135
238 108 45
223 165 135
222 35 90
167 1 135
20 26 135
289 133 45
50 210 45
223 292 0
86 239 90
230 284 90
28 265 0
104 87 0
46 60 0
187 266 0
126 150 0
256 149 90
183 198 0
186 34 90
51 122 45
115 298 0
149 296 0
88 122 90
255 94 135
248 191 135
128 54 45
232 126 45
15 192 0
116 17 45
155 214 135
126 169 45
99 173 90
197 285 135
59 7 135
153 197 0
224 14 0
66 5 90
297 22 45
204 293 45
154 155 0
2 254 135
295 55 0
95 124 0
101 133 135
171 250 135
58 87 45
179 37 90
110 147 0
225 118 135
283 25 90
278 30 45
131 281 135
299 34 90
66 66 135
74 231 90
244 239 0
25 54 45
68 126 90
291 5 135
231 188 45
221 208 0
269 32 90
14 201 0
174 133 45
110 252 135
273 161 135
199 185 45
261 192 45
285 274 90
50 61 45
5 29 0
122 239 45
251 279 0
245 137 90
243 72 135
69 40 0
153 143 45
297 98 135
37 265 45
134 11 90
255 163 90
252 217 45
88 73 135
277 16 90
13 289 0
182 243 135
113 4 135
224 300 135
168 100 45
64 44 0
67 284 135
38 233 45
8 73 135
185 194 45
107 252 0
162 1 135
154 295 45
132 51 135
72 193 90
223 205 0
84 191 90
4 147 0
259 197 90
116 114 45
57 17 0
286 192 0
220 138 90
111 164 45
295 217 90
296 207 45
125 73 0
124 167 90
37 125 45
189 64 0
100 61 135
174 64 135
257 76 0
81 193 135
248 148 90
198 86 135
243 30 90
94 78 135
275 169 0
261 199 45
92 198 90
73 236 0
132 280 135
93 116 90
53 282 45
175 119 0
223 85 45
120 195 135
205 24 135
26 234 0
173 277 45
56 85 90
105 131 135
112 92 0
296 250 0
220 203 45
108 132 45
138 73 135
50 50 90
238 56 90
113 256 90
85 144 90
262 245 135
265 148 45
15 118 90
281 170 0
85 118 45
286 125 135
281 125 135
239 109 45
271 114 135
55 173 0
151 53 90
147 89 135
49 93 90
203 207 45
101 110 45
13 110 45
212 219 90
289 49 90
85 114 90
200 253 0
274 247 0
183 236 135
150 16 90
299 238 45
238 59 90
221 132 45
140 94 45
26 272 90
290 97 90
185 155 0
229 289 45
216 21 0
59 29 0
269 21 45
266 137 90
197 109 0
11 32 135
234 107 45
85 287 45
116 94 45
153 239 0
295 73 45
95 8 90
289 127 90
180 159 135
49 161 45
122 210 0
42 162 0
145 14 0
113 287 135
158 252 135
102 96 135
102 283 0
163 11 135
288 187 0
148 245 0
223 202 0
77 191 45
276 176 0
213 221 135
93 131 45
288 268 90
270 45 90
131 196 45
216 223 0
191 167 90
33 142 90
155 74 90
241 153 90
82 277 45
47 16 45
218 92 90
147 232 0
249 234 90
146 169 90
160 203 135
182 59 45
52 73 135
262 134 45
262 294 45
73 285 135
37 288 135
47 213 0
55 127 45
224 54 90
97 138 135
184 115 0
101 219 135
23 39 135
239 294 90
224 211 90
172 103 0
153 127 0
10 20 45
202 15 0
20 275 90
217 155 135
1 53 135
279 235 0
261 139 0
116 174 90
14 109 45
166 126 135
247 198 90
295 84 0
300 63 135
155 185 135
30 233 90
225 148 135
83 125 135
105 235 135
196 102 135
182 212 135
171 238 135
217 14 45
137 128 135
194 132 135
69 219 135
160 88 45
264 215 135
221 83 135
17 273 135
198 169 135
295 133 135
11 240 90
12 42 0
125 133 135
142 29 45
128 17 90
273 211 0
21 46 45
149 15 135
300 114 135
127 184 90
147 223 90
37 163 90
39 121 135
102 4 135
15 182 90
205 15 45
221 294 0
246 300 135
103 196 90
106 240 45
245 197 0
90 177 90
277 114 90
89 96 0
59 81 0
225 134 90
178 292 0
218 182 0
243 298 90
46 110 0
12 183 90
106 73 135
35 159 45
70 290 45
102 241 135
273 230 0
101 3 0
46 117 0
238 284 45
156 220 90
182 30 90
140 300 0
250 189 0
135 51 45
242 213 135
135 237 45
208 208 90
288 35 90
189 246 45
238 19 0
42 58 90
155 59 90
203 245 45
231 155 0
81 119 45
177 195 45
104 297 90
161 161 90
191 7 90
81 169 0
234 255 0
58 278 135
230 61 45
21 104 45
243 164 45
232 147 135
66 89 90
244 36 45
207 295 135
107 163 0
297 226 45
190 168 45
77 258 45
192 237 0
250 288 0
122 163 90
194 212 90
127 222 90
218 99 45
242 134 0
138 185 0
85 31 135
138 16 135
8 222 45
9 8 0
27 105 135
24 160 0
168 222 45
125 264 45
105 83 45
148 258 90
143 284 135
171 189 135
159 14 135
256 104 135
233 285 45
244 108 135
36 168 135
80 150 0
54 140 45
185 145 90
277 11 0
267 150 135
213 234 135
9 247 90
19 22 45
129 170 90
118 289 90
210 211 90
22 272 135
7 255 0
296 75 45
252 249 45
101 191 135
82 42 90
111 62 0
130 296 45
234 145 90
21 30 90
242 296 90
293 52 0
172 12 0
244 43 90
194 88 0
175 102 0
79 237 135
1 92 90
189 101 45
65 299 135
144 160 45
19 206 90
162 153 135
81 167 135
57 83 90
239 230 90
86 183 90
271 4 135
105 229 45
290 230 45
261 129 90
245 226 90
51 213 0
69 196 0
208 271 45
263 155 0
231 109 135
11 273 90
235 17 135
186 203 0
202 246 45
40 126 45
131 169 90
172 150 0
142 52 45
233 173 90
205 143 45
203 83 135
184 253 90
273 129 90
269 248 135
278 19 135
255 281 135
284 171 135
110 293 90
198 155 90
252 197 135
291 42 45
209 75 0
120 247 135
130 295 0
21 58 90
239 7 0
123 200 0
21 64 90
46 52 135
68 143 90
199 278 90
55 117 90
185 58 135
191 125 90
90 8 90
200 61 0
129 249 45
203 233 45
154 118 90
15 15 135
129 53 45
177 96 90
212 88 90
16 219 0
7 233 90
160 229 90
14 65 90
233 180 0
230 249 90
148 271 0
268 171 45
11 126 135
86 270 45
36 240 90
206 201 45
167 295 135
54 202 45
15 12 90
45 56 90
225 137 45
274 147 90
4 142 45
147 40 135
158 293 90
123 114 90
269 229 0
145 140 45
252 102 135
154 240 90
258 40 45
142 216 135
131 20 135
188 239 0
141 48 135
111 263 0
140 53 0
78 154 0
238 42 0
263 98 0
211 153 45
237 260 90
170 139 0
65 120 0
32 183 0
280 53 135
269 62 90
188 18 90
51 116 90
94 36 135
11 93 45
89 211 90
42 272 135
64 296 45
39 135 90
71 195 0
238 198 135
96 266 45
60 254 45
126 223 45
230 124 45
92 174 45
102 200 0
224 23 45
32 160 90
284 190 90
197 79 45
101 131 45
130 274 0
4 135 90
197 111 90
135 135 0
191 27 45
281 202 135
22 18 135
124 256 45
10 220 135
242 77 135
286 113 90
157 176 135
47 50 45
246 221 90
182 163 0
290 135 90
184 56 45
159 128 90
78 80 0
254 208 90
157 157 0
131 88 90
85 26 45
235 247 0
103 226 135
288 283 135
163 65 135
131 80 45
58 42 135
151 195 135
68 247 135
177 154 135
44 292 135
131 287 90
195 182 90
5 149 0
10 33 90
75 170 135
284 293 90
43 111 135
113 222 0
51 107 0
181 134 135
168 133 0
268 14 90
43 50 90
248 297 0
92 93 90
206 128 45
13 217 45
178 129 45
115 165 135
101 7 45
109 38 135
79 138 135
129 22 135
24 117 90
172 21 135
32 228 45
268 275 0
270 203 90
242 195 90
142 47 135
197 74 0
185 123 0
132 164 90
196 129 135
129 80 90
74 86 90
195 201 90
120 169 90
147 37 90
274 8 0
285 38 45
178 234 45
179 60 90
288 119 45
277 128 45
184 259 0
269 93 90
161 18 45
4 143 45
27 11 135
62 3 135
105 86 0
47 67 45
287 113 135
55 121 135
259 248 45
292 67 0
208 121 0
81 254 0
67 132 0
107 14 90
6 300 135
272 265 90
111 95 45
140 136 0
15 199 90
48 103 90
37 159 45
64 9 45
257 35 0
115 146 45
258 220 135
271 231 45
170 266 135
131 117 135
31 88 45
95 262 45
187 223 45
226 192 0
262 297 135
118 195 0
273 173 0
22 116 0
51 57 0
96 38 135
74 149 0
283 77 90
135 147 45
222 108 90
77 85 135
13 181 135
15 218 45
18 39 0
135 217 0
73 26 45
152 140 135
85 230 0
230 190 45
87 54 90
119 248 0
270 150 135
6 158 0
251 221 135
60 57 90
2 215 45
61 292 135
84 249 45
64 263 45
69 114 0
150 49 45
159 243 45
132 10 45
196 117 0
263 186 45
167 166 45
129 160 0
91 119 135
79 105 45
191 72 90
150 36 45
6 249 0
57 152 90
147 177 135
11 131 135
135 125 135
179 242 0
7 282 45
91 293 0
141 196 45
136 250 45
75 272 135
160 111 135
220 108 0
218 83 135
60 278 0
171 282 45
177 118 45
14 100 135
23 27 90
104 105 0
203 79 90
291 106 45
134 79 45
258 161 0
31 53 135
269 166 45
61 50 0
229 113 0
67 114 45
243 40 45
10 203 0
75 186 90
139 204 45
194 121 135
285 172 90
11 193 45
41 156 45
147 39 0
112 143 135
138 139 0
59 108 135
194 178 45
82 91 45
98 217 90
231 271 45
127 15 45
174 254 45
214 46 135
233 30 135
176 273 0
256 18 135
43 93 90
240 31 0
136 237 0
46 125 0
158 101 90
219 73 135
289 74 135
107 67 0
254 34 90
20 188 90
217 39 45
223 34 45
270 117 0
203 130 135
61 218 0
74 64 0
77 129 135
196 92 45
94 281 90
182 5 45
6 79 90
102 184 0
230 65 45
124 128 45
60 77 45
65 224 90
153 70 45
30 3 45
199 192 45
229 292 0
58 235 90
94 22 0
52 109 45
158 218 0
273 9 0
289 73 90
155 148 135
258 85 90
78 165 135
162 263 135
92 179 90
218 88 45
66 288 0
272 101 45
207 48 90
265 44 0
181 123 90
80 10 90
62 60 0
279 74 90
184 234 0
105 68 90
110 291 45
286 133 135
207 250 0
132 75 0
161 189 0
279 180 135
49 91 90
187 75 135
246 133 0
295 54 0
267 245 90
291 100 90
146 32 90
85 234 45
104 8 135
299 59 45
242 100 0
243 162 135
74 39 0
173 134 45
190 130 90
63 99 45
287 162 0
257 12 135
137 239 90
289 218 90
141 104 45
213 47 90
84 205 45
39 22 0
121 198 0
248 40 90
218 286 0
289 51 135
14 232 45
137 76 90
118 13 0
290 199 90
50 201 0
175 286 135
222 260 90
238 191 0
217 191 135
297 129 0
282 151 90
178 82 135
156 50 90
53 140 0
143 28 90
288 64 45
264 274 0
293 133 135
232 208 45
185 49 45
232 289 90
257 61 0
265 26 0
285 218 90
7 180 45
112 128 45
283 162 0
88 28 0
17 279 135
150 208 90
30 220 90
26 232 135
180 297 90
83 94 45
120 238 45
159 18 90
11 180 45
262 52 45
27 121 0
201 191 0
274 153 45
275 211 135
111 39 135
164 118 90
18 266 0
82 142 135
17 162 135
61 141 0
49 165 45
191 49 135
236 258 0
227 234 0
226 86 45
72 18 135
69 203 90
271 81 135
77 192 90
171 202 0
210 244 0
296 240 0
59 141 135
115 282 0
149 94 135
45 284 45
4 82 90
293 266 135
137 70 90
266 289 0
61 142 90
66 243 45
125 227 90
141 81 45
154 174 90
181 204 45
29 79 135
116 278 135
179 225 45
224 166 90
292 66 45
270 269 90
91 9 135
228 156 0
81 89 90
161 223 0
89 209 45
265 162 135
124 269 135
155 286 90
53 28 45
251 136 0
171 226 45
118 31 135
204 66 135
108 41 135
59 258 90
158 240 135
89 198 0
199 127 90
150 220 135
242 108 45
153 148 90
91 290 135
231 274 90
5 24 135
76 126 0
299 74 45
268 210 90
216 256 0
271 119 135
230 45 0
36 12 0
49 203 45
96 163 45
165 136 135
8 7 0
3 294 0
170 89 0
268 117 135
31 218 0
51 117 135
57 35 90
222 147 90
246 232 90
261 236 135
178 274 0
8 261 45
58 136 0
137 112 90
154 24 45
215 33 0
258 247 0
258 84 45
204 253 45
247 64 135
2 125 0
244 277 90
291 118 90
219 182 90
214 68 90
155 226 135
234 121 45
231 6 135
133 38 135
69 65 135
66 55 135
248 177 0
293 4 0
188 35 90
9 183 45
47 79 90
252 264 0
276 10 45
245 92 0
164 185 135
88 186 135
236 18 0
175 210 0
171 210 90
110 221 90
144 109 135
271 115 90
24 4 45
205 168 135
119 67 45
183 84 135
242 285 135
268 187 135
260 284 90
270 198 45
35 39 90
268 93 0
278 112 0
62 154 45
216 41 90
111 88 90
272 29 45
73 31 45
71 38 135
10 131 45
19 75 45
114 276 45
300 219 90
201 297 135
254 231 90
206 125 135
171 203 135
192 40 45
172 83 0
265 147 45
81 105 90
223 103 90
254 165 0
28 185 135
274 21 0
46 3 135
99 28 45
181 114 0
56 295 0
19 260 135
142 37 135
112 127 135
81 30 45
103 41 0
194 297 0
137 152 90
296 275 45
266 159 0
3 166 0
210 149 0
129 271 45
29 298 135
133 237 45
130 148 90
235 186 45
200 60 135
251 111 90
79 32 135
229 282 90
6 88 135
190 212 135
253 211 135
198 232 0
122 45 0
175 199 90
30 188 45
73 222 45
71 169 0
40 100 45
161 158 0
26 129 45
224 141 45
195 93 45
226 206 0
123 277 90
272 70 90
193 60 0
50 28 0
5 230 90
260 300 135
145 157 135
1 200 45
194 51 90
128 36 45
75 183 0
42 53 0
235 233 0
109 126 135
133 245 45
216 194 45
7 132 90
204 109 0
52 245 0
84 291 45
80 211 135
142 77 90
154 124 135
73 261 135
52 135 90
289 283 45
9 29 45
28 45 45
69 175 45
209 26 45
71 269 135
1 47 0
293 189 0
289 147 135
4 150 0
198 95 45
30 194 90
86 274 0
34 234 135
167 45 90
94 288 45
17 20 90
256 107 45
146 51 90
219 104 135
273 253 0
292 291 90
165 55 45
111 299 90
245 89 135
42 157 135
26 121 90
165 110 135
186 150 90
120 250 135
289 212 90
188 94 90
161 30 90
131 223 0
259 45 135
38 197 45
29 113 135
71 129 45
106 31 45
73 104 90
197 156 45
100 60 90
20 259 0
287 177 0
299 239 0
36 290 0
288 273 135
257 219 90
62 173 90
245 295 135
6 28 45
132 147 90
43 31 45
93 122 45
56 149 90
273 151 90
247 35 135
58 40 0
24 155 0
264 6 135
67 223 0
22 165 45
121 92 0
12 261 135
199 26 45
51 210 45
32 205 45
200 220 45
251 267 90
76 58 0
89 238 0
53 202 45
95 87 45
14 279 90
162 18 0
72 59 45
221 58 45
35 72 90
139 93 90
71 35 45
69 151 90
121 80 0
268 268 90
74 14 45
180 222 90
294 160 90
90 97 135
63 184 45
190 55 45
118 111 0
82 13 0
87 240 90
146 280 45
78 295 45
186 23 90
133 195 90
163 198 90
66 178 90
242 203 0
294 281 90
58 104 90
177 225 45
116 127 0
25 34 0
66 222 45
285 30 45
124 116 90
264 16 0
185 48 45
252 10 135
39 149 135
139 176 0
29 157 90
78 168 90
284 182 90
272 121 0
287 1 135
268 105 90
297 138 0
57 115 45
41 121 135
212 174 135
18 124 0
277 86 90
38 277 0
75 236 0
24 130 0
153 155 135
152 179 45
270 55 0
235 8 0
205 139 45
265 66 45
127 236 90
139 250 90
222 116 90
125 282 0
289 181 45
204 70 90
259 262 0
195 13 45
252 52 0
99 229 45
74 106 45
62 202 135
3 181 90
51 250 135
53 26 45
233 272 135
55 8 45
140 65 135
118 34 135
234 66 45
52 157 45
239 253 0
154 171 135
129 32 135
61 10 45
87 202 45
249 100 45
57 276 0
276 273 45
175 146 45
275 235 45
177 244 135
191 58 90
239 155 90
174 298 45
230 275 0
208 105 0
176 254 135
221 221 45
6 155 45
12 120 45
50 129 90
281 286 45
220 185 0
93 59 0
73 22 90
161 44 0
261 183 135
249 148 135
181 76 0
158 181 0
155 77 90
83 74 0
71 83 90
169 181 135
28 121 0
16 89 45
81 196 90
111 91 90
241 167 90
300 67 45
258 130 0
250 199 90
166 115 135
4 283 0
196 171 0
148 280 135
142 205 0
289 91 45
83 197 135
198 208 45
160 125 45
126 22 135
168 112 45
206 102 0
18 91 135
24 205 0
98 51 135
247 172 45
92 206 45
188 56 0
10 153 0
27 52 90
208 131 90
93 298 0
93 271 0
100 89 135
37 36 45
69 51 0
7 228 45
79 130 45
14 99 135
234 85 90
155 98 135
3 250 45
258 55 45
27 240 0
171 16 45
11 57 45
95 161 0
79 142 45
230 94 45
21 129 90
211 36 0
71 288 45
196 134 0
127 22 0
212 43 45
197 41 135
280 86 45
33 223 0
292 278 0
63 154 0
198 136 45
86 300 45
293 10 45
115 206 0
254 190 135
154 230 90
121 240 135
197 280 135
61 258 45
5 229 135
283 10 135
43 103 135
95 165 90
294 274 135
270 215 0
135 47 0
99 128 0
51 249 0
199 116 90
80 204 90
29 172 90
199 253 0
45 93 135
66 181 0
9 71 0
23 28 0
10 49 135
52 128 0
91 113 90
147 157 45
21 210 45
143 106 135
203 66 45
219 54 45
74 218 135
96 119 90
281 78 45
239 201 90
214 119 0
167 38 45
298 271 0
96 138 45
271 222 0
275 13 135
181 290 90
78 167 45
52 285 135
291 17 45
145 8 45
59 35 0
174 147 45
211 35 45
69 199 45
195 151 135
94 85 90
89 300 90
72 274 0
57 78 135
221 205 45
202 71 45
75 125 45
295 7 45
210 273 135
110 128 45
62 199 0
162 189 135
152 279 0
125 43 90
129 36 0
133 44 0
284 78 90
208 209 45
84 258 45
25 9 45
266 196 45
43 75 135
20 150 90
158 175 135
43 66 135
69 68 135
9 287 0
24 261 45
189 202 0
199 280 0
74 122 90
5 218 45
21 97 45
208 270 0
29 170 90
295 115 135
54 234 0
136 133 135
136 112 0
275 297 0
281 39 90
74 113 45
58 276 135
10 47 0
30 263 90
189 193 135
48 298 90
98 242 135
142 127 135
67 49 45
57 44 0
41 130 0
216 232 45
233 3 90
128 64 45
205 101 45
239 152 45
215 224 45
145 144 0
136 231 45
294 170 135
16 179 90
263 80 45
287 28 90
199 93 0
209 217 45
169 192 0
86 287 0
287 290 90
283 287 90
134 6 90
167 52 0
77 10 135
151 207 90
157 216 90
192 184 0
143 191 135
266 10 90
93 179 45
220 150 135
210 171 0
246 91 90
264 218 0
272 137 90
194 42 0
295 2 135
134 215 90
46 215 135
129 8 0
161 289 0
270 90 45
174 57 0
264 44 45
288 260 135
282 63 135
180 288 135
34 113 0
95 231 0
233 5 90
77 37 90
231 90 135
273 298 45
122 41 0
97 271 90
197 273 135
268 118 45
180 56 135
109 160 45
161 243 0
167 125 45
66 258 0
5 283 90
299 173 45
188 43 45
279 109 135
15 282 90
270 143 90
231 259 135
79 13 90
113 162 0
53 259 0
25 234 0
129 169 90
91 233 135
25 241 135
109 94 45
264 232 0
91 137 90
129 137 135
103 266 90
256 153 45
176 99 0
39 227 45
190 60 90
225 18 135
49 120 0
112 87 90
8 269 135
26 27 45
253 164 90
194 230 135
118 178 135
112 122 0
283 16 0
172 15 45
45 134 135
39 80 90
96 131 45
246 139 45
42 295 0
57 271 90
83 35 135
61 250 90
228 119 45
37 81 0
160 136 45
138 221 45
295 49 135
32 300 135
183 167 90
104 218 0
86 118 90
208 100 45
299 152 135
185 232 90
152 121 90
162 184 90
175 263 45
210 223 135
106 92 135
108 90 45
294 275 45
295 244 45
251 170 135
134 86 90
240 21 135
182 170 135
65 256 135
153 162 90
85 72 0
141 205 0
14 56 135
219 256 90
277 187 135
99 223 90
200 37 135
149 132 135
236 122 45
224 13 45
173 97 0
91 191 90
266 140 0
101 18 135
173 216 0
114 98 135
26 29 45
186 166 90
51 238 90
111 122 90
20 143 90
202 109 90
36 4 0
163 16 135
143 166 0
299 270 0
269 76 0
287 267 45
62 191 45
171 167 45
158 44 0
183 214 90
104 101 0
123 42 45
62 254 90
125 286 90
171 280 0
123 20 135
120 251 90
223 237 135
278 243 90
66 264 45
180 112 90
267 4 45
297 180 45
226 243 0
127 157 45
195 196 90
36 155 0
182 15 45
152 247 135
212 209 90
72 222 45
45 168 135
223 111 0
161 20 90
105 114 135
80 78 135
48 225 45
152 209 0
257 52 135
175 120 45
9 236 90
185 109 0
179 168 90
83 256 0
12 178 90
5 288 90
21 239 135
184 158 0
30 248 90
229 189 45
18 269 0
5 14 45
135 153 90
155 114 90
238 189 0
165 149 135
161 81 45
211 173 90
273 76 135
185 34 45
248 215 135
158 150 45
291 83 0
9 281 135
200 48 45
56 214 0
263 148 0
139 296 135
16 2 45
134 286 90
49 112 45
99 158 45
255 53 135
3 9 90
54 211 0
277 47 45
258 267 0
177 161 0
213 96 0
219 47 0
234 236 0
260 77 90
232 86 135
219 185 90
275 284 0
159 151 90
53 195 45
58 172 135
247 54 0
250 77 90
153 295 90
150 52 135
244 10 0
183 281 45
76 150 45
298 17 0
111 284 90
140 16 45
298 19 0
275 127 135
85 75 90
261 147 90
289 98 90
164 12 0
6 130 135
87 249 90
212 139 0
287 127 90
272 20 135
170 18 90
214 1 0
141 116 45
40 134 135
27 135 135
242 146 135
212 154 90
84 197 0
116 55 0
3 224 135
34 197 45
195 218 135
90 47 90
296 226 0
69 193 135
74 176 90
104 298 0
30 147 90
180 190 135
38 189 135
37 25 135
228 249 0
280 35 90
144 72 0
273 241 0
281 214 0
115 179 45
156 195 135
85 150 45
179 166 90
178 164 0
186 284 135
233 123 0
49 166 135
162 226 0
49 36 45
181 152 45
178 176 135
24 95 0
238 6 135
137 267 135
226 193 45
12 143 135
271 57 135
